Dataset,Synthesizer,Repetition,Authenticity,Coherence,Column Pair Trends,Column Shapes,Coverage,Data Structure,Data Validity,Density,ImpPrecision,ImpRecall,Privacy,output_c1,output_c2,output_clsCoef,output_complex,output_density,output_f1,output_f1v,output_f2,output_f3,output_f4,output_hubs,output_l1,output_l2,output_l3,output_lsc,output_n1,output_n2,output_n3,output_n4,output_t1,output_t2,output_t3,output_t4,Output_IR,Train_IR,Test_IR,IR_Diff,class_sep,flip_y,input_c1,input_c2,input_clsCoef,input_complex,input_density,input_f1,input_f1v,input_f2,input_f3,input_f4,input_hubs,input_l1,input_l2,input_l3,input_lsc,input_n1,input_n2,input_n3,input_n4,input_t1,input_t2,input_t3,input_t4,n_classes,n_clusters_per_class,n_features,n_informative,n_redundant,n_repeated,n_samples,random_state,input_complex_cat,complex_diff
D567,CART,R3,0.0567164179104477,0.981,0.9304777742025612,0.9577825159914712,0.991044776119403,1.0,0.999004975124378,1.1800000000000002,0.9955223880597016,0.908955223880597,0.167,0.001,0.003,0.8,0.389,0.999,0.25,0.125,0.11,0.976,0.863,0.99,0.026,0.075,0.043,0.989,0.074,0.4,0.118,0.033,0.785,0.03,0.025,0.85,0.9197707736389684,0.9940476190476192,0.907514450867052,-0.086533168180567,1.0,0.1,0.0,0.0,0.842,0.391,0.993,0.216,0.118,0.029,0.933,0.734,0.945,0.042,0.078,0.048,0.991,0.087,0.456,0.163,0.04,0.99,0.03,0.025,0.85,2.0,2.0,20.0,2.0,2.0,0.0,1000.0,123.0,medium-high,-0.0020000000000000018
D567,TVAE,R1,0.5194029850746269,0.973,0.7857909297352531,0.877825159914712,0.8716417910447761,1.0,1.0,1.0161194029850746,0.9074626865671642,0.6880597014925374,0.7390000000000001,0.001,0.003,0.909,0.366,0.997,0.163,0.083,0.037,0.672,0.482,0.959,0.023,0.057,0.034,0.986,0.074,0.447,0.152,0.042,0.975,0.03,0.027,0.9,0.9252873563218392,0.9940476190476192,0.907514450867052,-0.086533168180567,1.0,0.1,0.0,0.0,0.842,0.391,0.993,0.216,0.118,0.029,0.933,0.734,0.945,0.042,0.078,0.048,0.991,0.087,0.456,0.163,0.04,0.99,0.03,0.025,0.85,2.0,2.0,20.0,2.0,2.0,0.0,1000.0,123.0,medium-high,-0.025000000000000022
D567,TVAE,R2,0.5656716417910448,0.97,0.7857423624892245,0.879673063255153,0.9328358208955224,1.0,1.0,0.8023880597014925,0.8208955223880597,0.8507462686567164,0.812,0.005,0.015,0.802,0.4,0.991,0.215,0.111,0.097,0.918,0.812,0.949,0.047,0.078,0.052,0.99,0.096,0.453,0.184,0.049,0.984,0.03,0.027,0.9,0.8406593406593407,0.9940476190476192,0.907514450867052,-0.086533168180567,1.0,0.1,0.0,0.0,0.842,0.391,0.993,0.216,0.118,0.029,0.933,0.734,0.945,0.042,0.078,0.048,0.991,0.087,0.456,0.163,0.04,0.99,0.03,0.025,0.85,2.0,2.0,20.0,2.0,2.0,0.0,1000.0,123.0,medium-high,0.009000000000000008
D567,TVAE,R3,0.5373134328358209,0.972,0.7800672759345505,0.8791044776119402,0.928358208955224,1.0,1.0,0.8032835820895523,0.8417910447761194,0.8746268656716418,0.8029999999999999,0.009,0.025,0.834,0.408,0.994,0.259,0.132,0.088,0.958,0.809,0.948,0.058,0.1,0.063,0.989,0.11,0.454,0.21,0.055,0.978,0.03,0.025,0.85,0.7962466487935657,0.9940476190476192,0.907514450867052,-0.086533168180567,1.0,0.1,0.0,0.0,0.842,0.391,0.993,0.216,0.118,0.029,0.933,0.734,0.945,0.042,0.078,0.048,0.991,0.087,0.456,0.163,0.04,0.99,0.03,0.025,0.85,2.0,2.0,20.0,2.0,2.0,0.0,1000.0,123.0,medium-high,0.01699999999999996
D568,CART,R1,0.1895522388059701,0.98,0.9279906242851051,0.960127931769723,0.8776119402985074,1.0,0.998720682302772,0.5919402985074628,0.946268656716418,0.9507462686567164,0.368,0.0,0.0,0.757,0.397,0.998,0.327,0.171,0.103,0.969,0.806,0.987,0.062,0.119,0.075,0.991,0.085,0.404,0.142,0.052,0.782,0.03,0.025,0.85,0.9881305637982196,0.9648093841642228,0.9642857142857144,-0.0005236698785086,1.0,0.2,0.0,0.001,0.885,0.425,0.996,0.36,0.205,0.023,0.925,0.787,0.96,0.101,0.131,0.101,0.994,0.134,0.466,0.276,0.107,0.996,0.03,0.025,0.85,2.0,2.0,20.0,2.0,2.0,0.0,1000.0,123.0,medium-high,-0.02799999999999997
D568,CART,R2,0.0402985074626865,0.98,0.9238893749342488,0.9593461265103056,0.9835820895522388,1.0,0.9990760483297798,1.1328358208955225,0.9925373134328358,0.917910447761194,0.134,0.0,0.001,0.772,0.4,0.998,0.332,0.17,0.126,0.961,0.793,0.99,0.056,0.118,0.093,0.992,0.099,0.406,0.125,0.084,0.79,0.03,0.025,0.85,0.95906432748538,0.9648093841642228,0.9642857142857144,-0.0005236698785086,1.0,0.2,0.0,0.001,0.885,0.425,0.996,0.36,0.205,0.023,0.925,0.787,0.96,0.101,0.131,0.101,0.994,0.134,0.466,0.276,0.107,0.996,0.03,0.025,0.85,2.0,2.0,20.0,2.0,2.0,0.0,1000.0,123.0,medium-high,-0.024999999999999967
D568,CART,R3,0.0373134328358208,0.98,0.9333180629667756,0.9610518834399432,0.991044776119403,1.0,0.9991471215351814,1.1785074626865677,0.9940298507462688,0.926865671641791,0.144,0.0,0.0,0.772,0.406,0.998,0.355,0.181,0.141,0.981,0.828,0.989,0.06,0.125,0.087,0.992,0.092,0.403,0.134,0.087,0.791,0.03,0.025,0.85,0.9822485207100592,0.9648093841642228,0.9642857142857144,-0.0005236698785086,1.0,0.2,0.0,0.001,0.885,0.425,0.996,0.36,0.205,0.023,0.925,0.787,0.96,0.101,0.131,0.101,0.994,0.134,0.466,0.276,0.107,0.996,0.03,0.025,0.85,2.0,2.0,20.0,2.0,2.0,0.0,1000.0,123.0,medium-high,-0.01899999999999996
D568,TVAE,R1,0.382089552238806,0.972,0.8466045487503422,0.8948827292110876,0.917910447761194,1.0,1.0,1.1770149253731346,0.9208955223880596,0.6223880597014926,0.708,0.003,0.009,0.925,0.424,0.997,0.289,0.149,0.139,0.973,0.867,0.978,0.073,0.106,0.087,0.991,0.101,0.455,0.193,0.096,0.99,0.03,0.025,0.85,0.8715083798882681,0.9648093841642228,0.9642857142857144,-0.0005236698785086,1.0,0.2,0.0,0.001,0.885,0.425,0.996,0.36,0.205,0.023,0.925,0.787,0.96,0.101,0.131,0.101,0.994,0.134,0.466,0.276,0.107,0.996,0.03,0.025,0.85,2.0,2.0,20.0,2.0,2.0,0.0,1000.0,123.0,medium-high,-0.0010000000000000009
D568,TVAE,R2,0.5194029850746269,0.972,0.8424083569886989,0.884363894811656,0.953731343283582,1.0,1.0,0.8853731343283583,0.8283582089552238,0.8746268656716418,0.7809999999999999,0.001,0.002,0.9,0.411,0.997,0.256,0.123,0.096,0.961,0.857,0.965,0.05,0.099,0.051,0.989,0.092,0.453,0.169,0.079,0.997,0.03,0.025,0.85,0.9364161849710982,0.9648093841642228,0.9642857142857144,-0.0005236698785086,1.0,0.2,0.0,0.001,0.885,0.425,0.996,0.36,0.205,0.023,0.925,0.787,0.96,0.101,0.131,0.101,0.994,0.134,0.466,0.276,0.107,0.996,0.03,0.025,0.85,2.0,2.0,20.0,2.0,2.0,0.0,1000.0,123.0,medium-high,-0.014000000000000012
D568,TVAE,R3,0.5119402985074627,0.974,0.836197436175614,0.9002132196162046,0.953731343283582,1.0,1.0,0.8823880597014926,0.8686567164179104,0.8641791044776119,0.8059999999999999,0.0,0.0,0.898,0.427,0.996,0.329,0.166,0.084,0.978,0.863,0.966,0.084,0.121,0.094,0.991,0.116,0.46,0.24,0.099,0.997,0.03,0.025,0.85,0.976401179941003,0.9648093841642228,0.9642857142857144,-0.0005236698785086,1.0,0.2,0.0,0.001,0.885,0.425,0.996,0.36,0.205,0.023,0.925,0.787,0.96,0.101,0.131,0.101,0.994,0.134,0.466,0.276,0.107,0.996,0.03,0.025,0.85,2.0,2.0,20.0,2.0,2.0,0.0,1000.0,123.0,medium-high,0.0020000000000000018
D569,CART,R1,0.1701492537313433,0.98,0.9263671804043208,0.9601990049751244,0.8731343283582089,1.0,0.9985074626865672,0.6244776119402986,0.9597014925373134,0.9402985074626866,0.3229999999999999,0.001,0.003,0.737,0.291,0.998,0.216,0.039,0.021,0.615,0.118,0.99,0.003,0.01,0.004,0.91,0.009,0.339,0.013,0.007,0.466,0.03,0.025,0.85,0.9252873563218392,0.9881305637982196,0.9760479041916168,-0.0120826596066028,1.0,0.0,0.0,0.0,0.807,0.288,0.99,0.192,0.027,0.002,0.564,0.0,0.94,0.0,0.0,0.0,0.858,0.006,0.385,0.012,0.001,0.64,0.03,0.025,0.85,2.0,1.0,20.0,4.0,2.0,0.0,1000.0,123.0,low,0.0030000000000000027
D569,CART,R2,0.0626865671641791,0.981,0.9074103515616172,0.9567874911158492,0.9850746268656716,1.0,0.9975835110163468,1.0567164179104478,0.9940298507462688,0.928358208955224,0.162,0.001,0.004,0.751,0.285,0.998,0.22,0.036,0.006,0.601,0.0,0.99,0.002,0.004,0.001,0.891,0.006,0.339,0.006,0.001,0.513,0.03,0.025,0.85,0.9142857142857144,0.9881305637982196,0.9760479041916168,-0.0120826596066028,1.0,0.0,0.0,0.0,0.807,0.288,0.99,0.192,0.027,0.002,0.564,0.0,0.94,0.0,0.0,0.0,0.858,0.006,0.385,0.012,0.001,0.64,0.03,0.025,0.85,2.0,1.0,20.0,4.0,2.0,0.0,1000.0,123.0,low,-0.0030000000000000027
D569,CART,R3,0.0611940298507462,0.981,0.9199460543189572,0.9565031982942428,0.9880597014925372,1.0,0.9980810234541576,1.108955223880597,0.98955223880597,0.9119402985074628,0.1509999999999999,0.001,0.003,0.819,0.303,0.999,0.207,0.035,0.01,0.719,0.243,0.99,0.006,0.003,0.003,0.911,0.007,0.337,0.009,0.004,0.455,0.03,0.025,0.85,0.9197707736389684,0.9881305637982196,0.9760479041916168,-0.0120826596066028,1.0,0.0,0.0,0.0,0.807,0.288,0.99,0.192,0.027,0.002,0.564,0.0,0.94,0.0,0.0,0.0,0.858,0.006,0.385,0.012,0.001,0.64,0.03,0.025,0.85,2.0,1.0,20.0,4.0,2.0,0.0,1000.0,123.0,low,0.015000000000000013
D569,TVAE,R1,0.5014925373134328,0.969,0.8247747918716526,0.8912579957356075,0.8895522388059701,1.0,1.0,0.8489552238805973,0.8731343283582089,0.7223880597014926,0.777,0.0,0.001,0.812,0.393,0.992,0.338,0.11,0.043,0.933,0.733,0.942,0.051,0.091,0.051,0.97,0.076,0.435,0.161,0.054,0.899,0.03,0.027,0.9,0.95906432748538,0.9881305637982196,0.9760479041916168,-0.0120826596066028,1.0,0.0,0.0,0.0,0.807,0.288,0.99,0.192,0.027,0.002,0.564,0.0,0.94,0.0,0.0,0.0,0.858,0.006,0.385,0.012,0.001,0.64,0.03,0.025,0.85,2.0,1.0,20.0,4.0,2.0,0.0,1000.0,123.0,low,0.10500000000000004
D569,TVAE,R2,0.5970149253731343,0.97,0.841879786421986,0.8926083866382374,0.9328358208955224,1.0,0.9999289267945984,0.7722388059701494,0.8253731343283582,0.8477611940298507,0.815,0.001,0.003,0.863,0.38,0.994,0.268,0.083,0.045,0.94,0.727,0.946,0.032,0.06,0.028,0.959,0.054,0.427,0.113,0.03,0.837,0.03,0.027,0.9,0.9197707736389684,0.9881305637982196,0.9760479041916168,-0.0120826596066028,1.0,0.0,0.0,0.0,0.807,0.288,0.99,0.192,0.027,0.002,0.564,0.0,0.94,0.0,0.0,0.0,0.858,0.006,0.385,0.012,0.001,0.64,0.03,0.025,0.85,2.0,1.0,20.0,4.0,2.0,0.0,1000.0,123.0,low,0.09200000000000003
D569,TVAE,R3,0.6149253731343284,0.97,0.8368122861434999,0.8936744847192609,0.917910447761194,1.0,0.999857853589197,0.686268656716418,0.8253731343283582,0.8746268656716418,0.8320000000000001,0.001,0.002,0.882,0.39,0.995,0.323,0.099,0.038,0.907,0.754,0.944,0.047,0.088,0.046,0.958,0.068,0.43,0.142,0.046,0.852,0.03,0.027,0.9,0.9420289855072465,0.9881305637982196,0.9760479041916168,-0.0120826596066028,1.0,0.0,0.0,0.0,0.807,0.288,0.99,0.192,0.027,0.002,0.564,0.0,0.94,0.0,0.0,0.0,0.858,0.006,0.385,0.012,0.001,0.64,0.03,0.025,0.85,2.0,1.0,20.0,4.0,2.0,0.0,1000.0,123.0,low,0.10200000000000004
D57,CART,R1,0.2955223880597015,0.97,0.9106094382240472,0.938734896943852,0.764179104477612,1.0,0.9967306325515282,0.4053731343283582,0.9164179104477612,0.9791044776119404,0.514,0.007,0.019,0.77,0.411,0.997,0.493,0.265,0.074,0.928,0.561,0.982,0.106,0.182,0.146,0.984,0.112,0.405,0.179,0.081,0.779,0.06,0.051,0.85,0.8206521739130435,0.9705882352941176,0.9411764705882352,-0.0294117647058823,1.0,0.0,0.0,0.0,0.822,0.394,0.99,0.388,0.203,0.005,0.737,0.454,0.935,0.071,0.17,0.101,0.982,0.119,0.454,0.224,0.078,0.97,0.06,0.051,0.85,2.0,1.0,20.0,4.0,2.0,0.0,500.0,42.0,medium-high,0.01699999999999996
D57,CART,R2,0.053731343283582,0.971,0.9119471544935202,0.9314854299928924,0.982089552238806,1.0,0.9985785358919688,1.0716417910447762,0.9970149253731344,0.8805970149253731,0.17,0.004,0.011,0.752,0.399,0.997,0.502,0.243,0.126,0.922,0.43,0.982,0.088,0.197,0.134,0.977,0.085,0.398,0.116,0.084,0.761,0.06,0.051,0.85,0.8611111111111112,0.9705882352941176,0.9411764705882352,-0.0294117647058823,1.0,0.0,0.0,0.0,0.822,0.394,0.99,0.388,0.203,0.005,0.737,0.454,0.935,0.071,0.17,0.101,0.982,0.119,0.454,0.224,0.078,0.97,0.06,0.051,0.85,2.0,1.0,20.0,4.0,2.0,0.0,500.0,42.0,medium-high,0.0050000000000000044
D57,CART,R3,0.035820895522388,0.97,0.9109700805241252,0.937455579246624,0.9940298507462688,1.0,0.9968727789623312,1.0632835820895523,0.9970149253731344,0.9313432835820896,0.184,0.006,0.017,0.738,0.392,0.997,0.46,0.21,0.029,0.815,0.546,0.982,0.06,0.179,0.096,0.984,0.104,0.405,0.152,0.084,0.794,0.06,0.051,0.85,0.8306010928961749,0.9705882352941176,0.9411764705882352,-0.0294117647058823,1.0,0.0,0.0,0.0,0.822,0.394,0.99,0.388,0.203,0.005,0.737,0.454,0.935,0.071,0.17,0.101,0.982,0.119,0.454,0.224,0.078,0.97,0.06,0.051,0.85,2.0,1.0,20.0,4.0,2.0,0.0,500.0,42.0,medium-high,-0.0020000000000000018
D57,TVAE,R1,0.4298507462686567,0.968,0.8202068997070564,0.871499644633973,0.9552238805970148,1.0,1.0,1.1665671641791049,0.9313432835820896,0.5880597014925373,0.723,0.0,0.0,0.932,0.444,0.996,0.6,0.286,0.024,0.839,0.549,0.948,0.098,0.227,0.17,0.989,0.176,0.469,0.34,0.176,0.994,0.06,0.051,0.85,0.9705882352941176,0.9705882352941176,0.9411764705882352,-0.0294117647058823,1.0,0.0,0.0,0.0,0.822,0.394,0.99,0.388,0.203,0.005,0.737,0.454,0.935,0.071,0.17,0.101,0.982,0.119,0.454,0.224,0.078,0.97,0.06,0.051,0.85,2.0,1.0,20.0,4.0,2.0,0.0,500.0,42.0,medium-high,0.04999999999999999
D57,TVAE,R2,0.6179104477611941,0.968,0.7685480823293785,0.8740582800284293,0.9074626865671642,1.0,1.0,0.6,0.7940298507462686,0.8776119402985074,0.895,0.001,0.003,0.983,0.463,0.998,0.588,0.274,0.017,0.94,0.69,0.973,0.103,0.203,0.173,0.99,0.206,0.475,0.43,0.185,0.991,0.06,0.051,0.85,0.9252873563218392,0.9705882352941176,0.9411764705882352,-0.0294117647058823,1.0,0.0,0.0,0.0,0.822,0.394,0.99,0.388,0.203,0.005,0.737,0.454,0.935,0.071,0.17,0.101,0.982,0.119,0.454,0.224,0.078,0.97,0.06,0.051,0.85,2.0,1.0,20.0,4.0,2.0,0.0,500.0,42.0,medium-high,0.069
D57,TVAE,R3,0.5970149253731343,0.968,0.7382896143236591,0.8680881307746977,0.9164179104477612,1.0,1.0,0.7008955223880597,0.817910447761194,0.8716417910447761,0.838,0.013,0.035,0.923,0.426,0.996,0.551,0.232,0.019,0.839,0.513,0.963,0.086,0.152,0.104,0.984,0.151,0.462,0.281,0.119,0.979,0.06,0.051,0.85,0.7631578947368421,0.9705882352941176,0.9411764705882352,-0.0294117647058823,1.0,0.0,0.0,0.0,0.822,0.394,0.99,0.388,0.203,0.005,0.737,0.454,0.935,0.071,0.17,0.101,0.982,0.119,0.454,0.224,0.078,0.97,0.06,0.051,0.85,2.0,1.0,20.0,4.0,2.0,0.0,500.0,42.0,medium-high,0.03199999999999997
D570,CART,R1,0.208955223880597,0.982,0.9321225813588034,0.9603411513859276,0.8701492537313433,1.0,0.9989339019189764,0.5650746268656717,0.935820895522388,0.9402985074626866,0.3929999999999999,0.0,0.0,0.783,0.327,0.998,0.302,0.052,0.02,0.801,0.445,0.99,0.024,0.024,0.019,0.92,0.019,0.349,0.03,0.009,0.506,0.03,0.025,0.85,1.0,0.9705882352941176,0.9760479041916168,0.0054596688974991,1.0,0.01,0.0,0.0,0.797,0.335,0.991,0.243,0.043,0.019,0.809,0.442,0.942,0.023,0.016,0.021,0.934,0.015,0.401,0.028,0.01,0.719,0.03,0.025,0.85,2.0,1.0,20.0,4.0,2.0,0.0,1000.0,123.0,medium-low,-0.008000000000000007
D570,CART,R2,0.0522388059701492,0.982,0.9253059453133732,0.958919687277896,0.9835820895522388,1.0,0.9991471215351814,1.128358208955224,0.9940298507462688,0.9164179104477612,0.1459999999999999,0.0,0.0,0.751,0.33,0.998,0.283,0.054,0.015,0.816,0.461,0.99,0.029,0.028,0.021,0.941,0.022,0.354,0.042,0.006,0.54,0.03,0.025,0.85,0.9822485207100592,0.9705882352941176,0.9760479041916168,0.0054596688974991,1.0,0.01,0.0,0.0,0.797,0.335,0.991,0.243,0.043,0.019,0.809,0.442,0.942,0.023,0.016,0.021,0.934,0.015,0.401,0.028,0.01,0.719,0.03,0.025,0.85,2.0,1.0,20.0,4.0,2.0,0.0,1000.0,123.0,medium-low,-0.0050000000000000044
D570,CART,R3,0.0417910447761194,0.982,0.9305381740201468,0.958493248045487,0.9835820895522388,1.0,0.9992892679459844,1.071044776119403,0.991044776119403,0.9104477611940298,0.152,0.0,0.0,0.768,0.325,0.998,0.301,0.058,0.009,0.74,0.336,0.99,0.029,0.036,0.016,0.945,0.034,0.357,0.049,0.036,0.531,0.03,0.025,0.85,1.0,0.9705882352941176,0.9760479041916168,0.0054596688974991,1.0,0.01,0.0,0.0,0.797,0.335,0.991,0.243,0.043,0.019,0.809,0.442,0.942,0.023,0.016,0.021,0.934,0.015,0.401,0.028,0.01,0.719,0.03,0.025,0.85,2.0,1.0,20.0,4.0,2.0,0.0,1000.0,123.0,medium-low,-0.010000000000000009
D570,TVAE,R1,0.6044776119402985,0.968,0.8297338617246426,0.8790334044065388,0.8522388059701492,1.0,1.0,0.7802985074626867,0.8492537313432836,0.6537313432835821,0.794,0.0,0.0,0.916,0.413,0.997,0.433,0.13,0.054,0.951,0.769,0.967,0.055,0.106,0.076,0.974,0.091,0.439,0.197,0.075,0.903,0.03,0.027,0.9,0.976401179941003,0.9705882352941176,0.9760479041916168,0.0054596688974991,1.0,0.01,0.0,0.0,0.797,0.335,0.991,0.243,0.043,0.019,0.809,0.442,0.942,0.023,0.016,0.021,0.934,0.015,0.401,0.028,0.01,0.719,0.03,0.025,0.85,2.0,1.0,20.0,4.0,2.0,0.0,1000.0,123.0,medium-low,0.07799999999999996
D570,TVAE,R2,0.573134328358209,0.968,0.838720457826453,0.8742004264392323,0.9014925373134328,1.0,1.0,0.7385074626865672,0.8149253731343283,0.8507462686567164,0.804,0.0,0.0,0.906,0.393,0.995,0.366,0.112,0.043,0.933,0.685,0.952,0.057,0.087,0.051,0.966,0.072,0.434,0.142,0.031,0.852,0.03,0.027,0.9,0.9822485207100592,0.9705882352941176,0.9760479041916168,0.0054596688974991,1.0,0.01,0.0,0.0,0.797,0.335,0.991,0.243,0.043,0.019,0.809,0.442,0.942,0.023,0.016,0.021,0.934,0.015,0.401,0.028,0.01,0.719,0.03,0.025,0.85,2.0,1.0,20.0,4.0,2.0,0.0,1000.0,123.0,medium-low,0.057999999999999996
D570,TVAE,R3,0.6059701492537314,0.967,0.8460517496121829,0.8797441364605544,0.8925373134328358,1.0,1.0,0.6432835820895523,0.8029850746268656,0.8701492537313433,0.84,0.007,0.018,0.867,0.39,0.994,0.347,0.112,0.031,0.913,0.663,0.954,0.053,0.075,0.036,0.967,0.07,0.434,0.145,0.048,0.9,0.03,0.027,0.9,0.8256130790190735,0.9705882352941176,0.9760479041916168,0.0054596688974991,1.0,0.01,0.0,0.0,0.797,0.335,0.991,0.243,0.043,0.019,0.809,0.442,0.942,0.023,0.016,0.021,0.934,0.015,0.401,0.028,0.01,0.719,0.03,0.025,0.85,2.0,1.0,20.0,4.0,2.0,0.0,1000.0,123.0,medium-low,0.05499999999999999
D571,CART,R1,0.1671641791044776,0.981,0.9327949627960682,0.9608386638237384,0.8701492537313433,1.0,0.9988628287135752,0.6008955223880598,0.9567164179104478,0.9597014925373134,0.353,0.0,0.0,0.813,0.37,0.999,0.321,0.102,0.044,0.94,0.739,0.99,0.076,0.063,0.063,0.965,0.036,0.373,0.058,0.042,0.61,0.03,0.025,0.85,0.9822485207100592,0.9940476190476192,0.7934782608695652,-0.2005693581780538,1.0,0.1,0.0,0.0,0.791,0.384,0.99,0.299,0.089,0.023,0.93,0.73,0.945,0.09,0.054,0.046,0.98,0.054,0.434,0.115,0.052,0.93,0.03,0.025,0.85,2.0,1.0,20.0,4.0,2.0,0.0,1000.0,123.0,medium-high,-0.014000000000000012
D571,CART,R2,0.0626865671641791,0.98,0.9444200142075492,0.9632551528073916,0.98955223880597,1.0,0.999004975124378,1.1050746268656717,0.9985074626865672,0.9119402985074628,0.1829999999999999,0.0,0.0,0.794,0.363,0.999,0.312,0.103,0.036,0.937,0.719,0.99,0.085,0.066,0.045,0.962,0.035,0.367,0.052,0.042,0.528,0.03,0.025,0.85,0.9705882352941176,0.9940476190476192,0.7934782608695652,-0.2005693581780538,1.0,0.1,0.0,0.0,0.791,0.384,0.99,0.299,0.089,0.023,0.93,0.73,0.945,0.09,0.054,0.046,0.98,0.054,0.434,0.115,0.052,0.93,0.03,0.025,0.85,2.0,1.0,20.0,4.0,2.0,0.0,1000.0,123.0,medium-high,-0.02100000000000002
D571,CART,R3,0.0432835820895522,0.982,0.9389902939606684,0.9590618336886996,0.9925373134328358,1.0,0.9982942430703624,1.0991044776119403,0.9985074626865672,0.9194029850746268,0.155,0.001,0.003,0.751,0.36,0.998,0.313,0.101,0.034,0.881,0.649,0.99,0.086,0.06,0.033,0.967,0.045,0.368,0.072,0.054,0.601,0.03,0.025,0.85,0.930835734870317,0.9940476190476192,0.7934782608695652,-0.2005693581780538,1.0,0.1,0.0,0.0,0.791,0.384,0.99,0.299,0.089,0.023,0.93,0.73,0.945,0.09,0.054,0.046,0.98,0.054,0.434,0.115,0.052,0.93,0.03,0.025,0.85,2.0,1.0,20.0,4.0,2.0,0.0,1000.0,123.0,medium-high,-0.02400000000000002
D571,TVAE,R1,0.5164179104477612,0.968,0.8658811595487119,0.8886282871357499,0.8850746268656716,1.0,1.0,0.9140298507462687,0.8940298507462686,0.6746268656716418,0.78,0.004,0.012,0.918,0.393,0.997,0.331,0.11,0.031,0.843,0.593,0.964,0.052,0.096,0.055,0.979,0.076,0.44,0.158,0.078,0.946,0.03,0.027,0.9,0.8559556786703602,0.9940476190476192,0.7934782608695652,-0.2005693581780538,1.0,0.1,0.0,0.0,0.791,0.384,0.99,0.299,0.089,0.023,0.93,0.73,0.945,0.09,0.054,0.046,0.98,0.054,0.434,0.115,0.052,0.93,0.03,0.025,0.85,2.0,1.0,20.0,4.0,2.0,0.0,1000.0,123.0,medium-high,0.009000000000000008
D571,TVAE,R2,0.5850746268656717,0.967,0.8486324441211525,0.8929637526652451,0.9253731343283582,1.0,1.0,0.7782089552238808,0.8,0.8701492537313433,0.81,0.002,0.006,0.912,0.407,0.997,0.361,0.119,0.066,0.961,0.8,0.959,0.056,0.1,0.063,0.97,0.082,0.436,0.166,0.058,0.881,0.03,0.027,0.9,0.8926553672316384,0.9940476190476192,0.7934782608695652,-0.2005693581780538,1.0,0.1,0.0,0.0,0.791,0.384,0.99,0.299,0.089,0.023,0.93,0.73,0.945,0.09,0.054,0.046,0.98,0.054,0.434,0.115,0.052,0.93,0.03,0.025,0.85,2.0,1.0,20.0,4.0,2.0,0.0,1000.0,123.0,medium-high,0.022999999999999965
D571,TVAE,R3,0.6298507462686567,0.968,0.8593954862595186,0.8965174129353234,0.9059701492537312,1.0,1.0,0.6826865671641792,0.7701492537313432,0.8537313432835821,0.8290000000000001,0.0,0.0,0.779,0.384,0.989,0.308,0.1,0.065,0.961,0.801,0.933,0.036,0.064,0.024,0.959,0.06,0.428,0.106,0.036,0.852,0.03,0.027,0.9,1.0,0.9940476190476192,0.7934782608695652,-0.2005693581780538,1.0,0.1,0.0,0.0,0.791,0.384,0.99,0.299,0.089,0.023,0.93,0.73,0.945,0.09,0.054,0.046,0.98,0.054,0.434,0.115,0.052,0.93,0.03,0.025,0.85,2.0,1.0,20.0,4.0,2.0,0.0,1000.0,123.0,medium-high,0.0
D572,CART,R1,0.2343283582089552,0.983,0.9285347074086004,0.9587064676616917,0.8462686567164179,1.0,0.9982942430703624,0.528358208955224,0.9432835820895522,0.9626865671641792,0.364,0.001,0.002,0.801,0.403,0.999,0.455,0.155,0.133,0.978,0.81,0.992,0.155,0.103,0.09,0.983,0.065,0.384,0.113,0.073,0.679,0.03,0.025,0.85,0.9420289855072465,0.9648093841642228,0.864406779661017,-0.1004026045032059,1.0,0.2,0.0,0.001,0.883,0.426,0.995,0.412,0.161,0.033,0.967,0.861,0.941,0.189,0.106,0.1,0.99,0.102,0.45,0.199,0.087,0.988,0.03,0.025,0.85,2.0,1.0,20.0,4.0,2.0,0.0,1000.0,123.0,medium-high,-0.022999999999999965
D572,CART,R2,0.0492537313432835,0.982,0.9307965332280724,0.9594882729211084,0.991044776119403,1.0,0.9981520966595594,1.0791044776119405,0.9940298507462688,0.9328358208955224,0.15,0.002,0.005,0.783,0.4,0.998,0.461,0.155,0.07,0.967,0.785,0.99,0.149,0.103,0.11,0.984,0.064,0.386,0.099,0.063,0.713,0.03,0.025,0.85,0.9034090909090908,0.9648093841642228,0.864406779661017,-0.1004026045032059,1.0,0.2,0.0,0.001,0.883,0.426,0.995,0.412,0.161,0.033,0.967,0.861,0.941,0.189,0.106,0.1,0.99,0.102,0.45,0.199,0.087,0.988,0.03,0.025,0.85,2.0,1.0,20.0,4.0,2.0,0.0,1000.0,123.0,medium-high,-0.025999999999999968
D572,CART,R3,0.0582089552238805,0.981,0.9355525648385736,0.958137882018479,0.9776119402985076,1.0,0.9976545842217484,1.0632835820895523,0.991044776119403,0.928358208955224,0.162,0.002,0.006,0.805,0.411,0.999,0.489,0.181,0.153,0.966,0.813,0.99,0.178,0.122,0.103,0.985,0.066,0.388,0.115,0.066,0.716,0.03,0.025,0.85,0.8926553672316384,0.9648093841642228,0.864406779661017,-0.1004026045032059,1.0,0.2,0.0,0.001,0.883,0.426,0.995,0.412,0.161,0.033,0.967,0.861,0.941,0.189,0.106,0.1,0.99,0.102,0.45,0.199,0.087,0.988,0.03,0.025,0.85,2.0,1.0,20.0,4.0,2.0,0.0,1000.0,123.0,medium-high,-0.015000000000000013
